frame,percent_diff,ssim
33,12.0434,0.580121
34,13.5862,0.701155
35,13.5882,0.700828
36,13.6086,0.700882
37,11.9035,0.778879
38,11.8993,0.778642
39,11.8976,0.778754
40,11.8942,0.778767
41,12.9750,0.814179
42,12.9783,0.813806
43,12.9769,0.813578
44,11.4983,0.877618
